0.01,1.06E+05
0.0931,93157.9069
0.1565,1.67E+05
0.2687,1.54E+05
0.4928,1.19E+05
0.7548,1.17E+05
0.9917,1.09E+05
1.2663,1.11E+05
1.5026,74304.4974
1.7399,83207.2601
2.0015,66350.9985
3.0111,35322.9889
4.0209,21038.9791
5.019,20362.981
6.0043,15709.9957
7.0128,4696.1872
